time_s,JR_mean_T_K,JR_max_T_K,JR_probe_centerline_T_K,JR_probe_radial_edge_T_K,JR_probe_axial_bottom_T_K,JR_probe_axial_top_T_K,Can_mean_T_K,Can_wall_probe_T_K,top_end_T_K,bottom_end_T_K,total_stored_energy_J_rel_t0,total_boundary_heat_loss_J_cumulative,wallheatflux_raw_W_DIAGNOSTIC_ONLY
232.2,302.293091,302.531365,302.40882,302.29693,301.9451,302.52457,302.201533,302.28964,299.20041,301.90141,255.1935403983431,69.52632460165688,-3.1187000103
232.25,302.292781,302.53104,302.4085,302.29662,301.94482,302.52425,302.20123,302.28933,299.20034,301.90113,255.1743633122991,69.54550168770086,-3.1184671451000003
232.3,302.292472,302.530716,302.40819,302.29631,301.94453,302.52393,302.200928,302.28902,299.20026,301.90085,255.1551877310771,69.56467726892288,-3.11823429
232.35,302.292163,302.530392,302.40787,302.296,301.94425,302.5236,302.200625,302.28871,299.20019,301.90056,255.13601346573307,69.5838515342669,-3.1180014650000003
232.4,302.291853,302.530067,302.40755,302.29569,301.94396,302.52328,302.200322,302.2884,299.20011,301.90028,255.1168407052111,69.60302429478887,-3.1177686402
232.45,302.291544,302.529743,302.40723,302.29538,301.94367,302.52295,302.200019,302.28809,299.20004,301.9,255.09766944951113,69.62219555048884,-3.1175358456
232.5,302.291235,302.529419,302.40691,302.29507,301.94339,302.52263,302.199717,302.28778,299.19997,301.89971,255.0784995096891,69.64136549031087,-3.1173030611000003
232.55,302.290925,302.529094,302.4066,302.29476,301.9431,302.52231,302.199414,302.28747,299.19989,301.89943,255.0593310746891,69.66053392531086,-3.1170702967999997
232.6,302.290616,302.52877,302.40628,302.29445,301.94282,302.52198,302.199111,302.28716,299.19982,301.89915,255.0401637184411,69.67970128155886,-3.1168375426
232.65,302.290307,302.528446,302.40596,302.29414,301.94253,302.52166,302.198809,302.28685,299.19974,301.89887,255.02099810414109,69.69886689585888,-3.1166048186
232.7,302.289998,302.528121,302.40564,302.29383,301.94224,302.52134,302.198506,302.28655,299.19967,301.89858,255.0018339946631,69.71803100533688,-3.1163721048
232.75,302.289688,302.527797,302.40532,302.29352,301.94196,302.52101,302.198204,302.28624,299.1996,301.8983,254.9826712300071,69.73719376999287,-3.1161394011
232.8,302.289379,302.527473,302.40501,302.29321,301.94167,302.52069,302.197901,302.28593,299.19952,301.89802,254.9635099412291,69.75635505877088,-3.1159067276
232.85,302.28907,302.527149,302.40469,302.2929,301.94139,302.52037,302.197599,302.28562,299.19945,301.89774,254.9443500772731,69.77551492272687,-3.1156740642
232.9,302.288761,302.526825,302.40437,302.29259,301.9411,302.52004,302.197296,302.28531,299.19937,301.89745,254.92519163813913,69.79467336186084,-3.115441411
232.95,302.288452,302.526501,302.40405,302.29228,301.94081,302.51972,302.196994,302.285,299.1993,301.89717,254.9060345948831,69.81383040511687,-3.115208788
233.0,302.288143,302.526176,302.40373,302.29197,301.94053,302.5194,302.196691,302.28469,299.19923,301.89689,254.88687871037908,69.83298628962089,-3.1149761751
233.05,302.287834,302.525852,302.40342,302.29166,301.94024,302.51907,302.196389,302.28438,299.19915,301.89661,254.86772459676706,69.85214040323291,-3.1147435824
233.1,302.287525,302.525528,302.4031,302.29135,301.93996,302.51875,302.196086,302.28407,299.19908,301.89632,254.8485718935051,69.87129310649487,-3.1145109998000002
233.15,302.287216,302.525204,302.40278,302.29104,301.93967,302.51843,302.195784,302.28376,299.199,301.89604,254.8294206005931,69.89044439940687,-3.1142784474
233.2,302.286907,302.52488,302.40246,302.29073,301.93939,302.5181,302.195482,302.28346,299.19893,301.89576,254.8102707180311,69.90959428196888,-3.1140458952000003
233.25,302.286598,302.524556,302.40215,302.29043,301.9391,302.51778,302.195179,302.28315,299.19886,301.89548,254.7911220742211,69.92874292577886,-3.1138133731999997
233.3,302.286289,302.524232,302.40183,302.29012,301.93881,302.51746,302.194877,302.28284,299.19878,301.89519,254.77197502683111,69.94788997316886,-3.1135808613
233.35,302.28598,302.523908,302.40151,302.28981,301.93853,302.51713,302.194575,302.28253,299.19871,301.89491,254.75282948426306,69.96703551573691,-3.1133483695999997
233.4,302.285671,302.523584,302.40119,302.2895,301.93824,302.51681,302.194272,302.28222,299.19863,301.89463,254.73368535204511,69.98617964795486,-3.113115898
233.45,302.285362,302.52326,302.40087,302.28919,301.93796,302.51649,302.19397,302.28191,299.19856,301.89435,254.71454244410708,70.00532255589289,-3.1128834365999998
233.5,302.285053,302.522936,302.40056,302.28888,301.93767,302.51616,302.193668,302.2816,299.19849,301.89406,254.69540113258907,70.0244638674109,-3.1126509953999997
233.55,302.284744,302.522613,302.40024,302.28857,301.93739,302.51584,302.193366,302.28129,299.19841,301.89378,254.67626132589308,70.04360367410689,-3.1124185744000004
233.6,302.284436,302.522289,302.39992,302.28826,301.9371,302.51552,302.193064,302.28099,299.19834,301.8935,254.6571226779491,70.06274232205087,-3.1121861735
233.65,302.284127,302.521965,302.3996,302.28795,301.93682,302.51519,302.192761,302.28068,299.19826,301.89322,254.6379856919531,70.08187930804687,-3.1119537828
233.7,302.283818,302.521641,302.39929,302.28764,301.93653,302.51487,302.192459,302.28037,299.19819,301.89294,254.6188498647091,70.10101513529088,-3.1117214122999997
233.75,302.283509,302.521317,302.39897,302.28733,301.93624,302.51455,302.192157,302.28006,299.19812,301.89265,254.5997158083571,70.12014919164287,-3.1114890519
233.8,302.283201,302.520993,302.39865,302.28702,301.93596,302.51422,302.191855,302.27975,299.19804,301.89237,254.58058316235508,70.13928183764489,-3.1112567117000003
233.85,302.282892,302.52067,302.39833,302.28671,301.93567,302.5139,302.191553,302.27944,299.19797,301.89209,254.5614516606331,70.15841333936686,-3.1110243917
233.9,302.282583,302.520346,302.39802,302.28641,301.93539,302.51358,302.191251,302.27913,299.19789,301.89181,254.54232183533108,70.17754316466889,-3.1107920919
233.95,302.282275,302.520022,302.3977,302.2861,301.9351,302.51325,302.190949,302.27883,299.19782,301.89152,254.52319316878106,70.19667183121891,-3.1105598022
234.0,302.281966,302.519698,302.39738,302.28579,301.93482,302.51293,302.190647,302.27852,299.19775,301.89124,254.50406625865108,70.21579874134889,-3.1103275327
234.05,302.281657,302.519375,302.39707,302.28548,301.93453,302.51261,302.190345,302.27821,299.19767,301.89096,254.4849404272731,70.23492457272687,-3.1100952834
234.1,302.281349,302.519051,302.39675,302.28517,301.93425,302.51229,302.190043,302.2779,299.1976,301.89068,254.4658163523151,70.25404864768487,-3.1098630443
234.15,302.28104,302.518727,302.39643,302.28486,301.93396,302.51196,302.189741,302.27759,299.19752,301.8904,254.4466934216371,70.27317157836288,-3.1096308253
234.2,302.280732,302.518404,302.39611,302.28455,301.93368,302.51164,302.189439,302.27728,299.19745,301.89011,254.42757199578108,70.29229300421889,-3.1093986265
234.25,302.280423,302.51808,302.3958,302.28424,301.93339,302.51132,302.189137,302.27698,299.19738,301.88983,254.40845216634509,70.31141283365488,-3.1091664379000004
234.3,302.280115,302.517757,302.39548,302.28393,301.93311,302.51099,302.188835,302.27667,299.1973,301.88955,254.38933357566108,70.33053142433889,-3.1089342794999997
234.35,302.279806,302.517433,302.39516,302.28362,301.93282,302.51067,302.188534,302.27636,299.19723,301.88927,254.37021639532708,70.3496486046729,-3.1087021213
234.4,302.279498,302.517109,302.39484,302.28332,301.93254,302.51035,302.188232,302.27605,299.19715,301.88899,254.3511008914131,70.36876410858687,-3.1084699932
234.45,302.279189,302.516786,302.39453,302.28301,301.93225,302.51002,302.18793,302.27574,299.19708,301.88871,254.3319866117791,70.38787838822088,-3.1082378753
234.5,302.278881,302.516462,302.39421,302.2827,301.93197,302.5097,302.187628,302.27543,299.197,301.88842,254.31287369143908,70.40699130856089,-3.1080057776
234.55,302.278573,302.516139,302.39389,302.28239,301.93168,302.50938,302.187326,302.27513,299.19693,301.88814,254.29376224697705,70.42610275302292,-3.1077737001
234.6,302.278264,302.515816,302.39358,302.28208,301.9314,302.50906,302.187025,302.27482,299.19686,301.88786,254.2746524934071,70.44521250659287,-3.1075416328000003
234.65,302.277956,302.515492,302.39326,302.28177,301.93111,302.50873,302.186723,302.27451,299.19678,301.88758,254.25554388411706,70.46432111588291,-3.1073095856
234.7,302.277648,302.515169,302.39294,302.28146,301.93083,302.50841,302.186421,302.2742,299.19671,301.8873,254.23643677964907,70.4834282203509,-3.1070775487
234.75,302.277339,302.514845,302.39262,302.28115,301.93054,302.50809,302.18612,302.27389,299.19663,301.88702,254.21733099105907,70.5025340089409,-3.1068455419
234.8,302.277031,302.514522,302.39231,302.28085,301.93026,302.50777,302.185818,302.27358,299.19656,301.88673,254.19822672176312,70.52163827823685,-3.1066135453
234.85,302.276723,302.514199,302.39199,302.28054,301.92997,302.50744,302.185516,302.27328,299.19649,301.88645,254.1791238628171,70.54074113718286,-3.1063815689
234.9,302.276415,302.513875,302.39167,302.28023,301.92969,302.50712,302.185215,302.27297,299.19641,301.88617,254.1600224142211,70.55984258577888,-3.1061496027
234.95,302.276107,302.513552,302.39136,302.27992,301.9294,302.5068,302.184913,302.27266,299.19634,301.88589,254.14092237597504,70.57894262402493,-3.1059176566
235.0,302.275798,302.513229,302.39104,302.27961,301.92912,302.50647,302.184612,302.27235,299.19626,301.88561,254.12182384255112,70.59804115744885,-3.1056857308
235.05,302.27549,302.512905,302.39072,302.2793,301.92883,302.50615,302.18431,302.27204,299.19619,301.88533,254.10272673394908,70.61713826605089,-3.1054538151
235.1,302.275182,302.512582,302.39041,302.27899,301.92855,302.50583,302.184009,302.27174,299.19612,301.88504,254.08363102122505,70.63623397877492,-3.1052219197
235.15,302.274874,302.512259,302.39009,302.27869,301.92826,302.50551,302.183707,302.27143,299.19604,301.88476,254.0645367333231,70.65532826667686,-3.1049900444
235.2,302.274566,302.511936,302.38977,302.27838,301.92798,302.50518,302.183406,302.27112,299.19597,301.88448,254.04544387024308,70.6744211297569,-3.1047581893
235.25,302.274258,302.511612,302.38946,302.27807,301.92769,302.50486,302.183104,302.27081,299.19589,301.8842,254.02635249751307,70.6935125024869,-3.1045263444
235.3,302.27395,302.511289,302.38914,302.27776,301.92741,302.50454,302.182803,302.2705,299.19582,301.88392,254.00726226906312,70.71260273093685,-3.1042945197000003
235.35,302.273642,302.510966,302.38882,302.27745,301.92712,302.50422,302.182502,302.2702,299.19575,301.88364,253.98817373150507,70.7316912684949,-3.1040627051
235.4,302.273334,302.510643,302.38851,302.27714,301.92684,302.50389,302.1822,302.26989,299.19567,301.88336,253.96908660429705,70.75077839570292,-3.1038309208
235.45,302.273026,302.51032,302.38819,302.27684,301.92655,302.50357,302.181899,302.26958,299.1956,301.88307,253.95000063584106,70.7698643641589,-3.1035991467
235.5,302.272718,302.509997,302.38787,302.27653,301.92627,302.50325,302.181597,302.26927,299.19552,301.88279,253.93091642380512,70.78894857619485,-3.1033673827
235.55,302.27241,302.509674,302.38756,302.27622,301.92599,302.50293,302.181296,302.26897,299.19545,301.88251,253.91183362211908,70.8080313778809,-3.103135649
235.6,302.272102,302.509351,302.38724,302.27591,301.9257,302.50261,302.180995,302.26866,299.19537,301.88223,253.8927519791851,70.82711302081486,-3.1029039254
235.65,302.271794,302.509028,302.38692,302.2756,301.92542,302.50228,302.180694,302.26835,299.1953,301.88195,253.87367201267108,70.84619298732889,-3.1026722121000003
235.7,302.271487,302.508705,302.38661,302.27529,301.92513,302.50196,302.180392,302.26804,299.19523,301.88167,253.85459319043707,70.8652718095629,-3.1024405289000003
235.75,302.271179,302.508382,302.38629,302.27499,301.92485,302.50164,302.180091,302.26773,299.19515,301.88139,253.83551613909506,70.88434886090491,-3.1022088559
235.8,302.270871,302.508059,302.38597,302.27468,301.92456,302.50132,302.17979,302.26743,299.19508,301.88111,253.81644024650507,70.9034247534949,-3.1019772032
235.85,302.270563,302.507736,302.38566,302.27437,301.92428,302.50099,302.179489,302.26712,299.195,301.88082,253.7973660303351,70.92249896966487,-3.1017455606
235.9,302.270255,302.507413,302.38534,302.27406,301.92399,302.50067,302.179188,302.26681,299.19493,301.88054,253.7782929584451,70.94157204155488,-3.1015139382
235.95,302.269948,302.50709,302.38502,302.27375,301.92371,302.50035,302.178887,302.2665,299.19486,301.88026,253.75922131137708,70.9606436886229,-3.1012823359999997
236.0,302.26964,302.506767,302.38471,302.27345,301.92343,302.50003,302.178586,302.2662,299.19478,301.87998,253.7401514207291,70.97971357927088,-3.1010507541
236.05,302.269332,302.506444,302.38439,302.27314,301.92314,302.4997,302.178284,302.26589,299.19471,301.8797,253.72108267436107,70.9987823256389,-3.1008191823
236.1,302.269025,302.506121,302.38407,302.27283,301.92286,302.49938,302.177983,302.26558,299.19463,301.87942,253.7020153528151,71.01784964718487,-3.1005876307
236.15,302.268717,302.505798,302.38376,302.27252,301.92257,302.49906,302.177682,302.26527,299.19456,301.87914,253.6829494416191,71.03691555838088,-3.1003560893000004
236.2,302.268409,302.505476,302.38344,302.27221,301.92229,302.49874,302.177381,302.26497,299.19448,301.87886,253.66388495524507,71.0559800447549,-3.1001245682
236.25,302.268102,302.505153,302.38313,302.2719,301.922,302.49842,302.17708,302.26466,299.19441,301.87858,253.6448219592211,71.07504304077887,-3.0998930672
236.3,302.267794,302.50483,302.38281,302.2716,301.92172,302.49809,302.176779,302.26435,299.19434,301.87829,253.62576057408907,71.0941044259109,-3.0996615864
236.35,302.267487,302.504507,302.38249,302.27129,301.92144,302.49777,302.176478,302.26404,299.19426,301.87801,253.60670041323712,71.11316458676285,-3.0994301157999997
236.4,302.267179,302.504185,302.38218,302.27098,301.92115,302.49745,302.176178,302.26374,299.19419,301.87773,253.5876417427351,71.13222325726488,-3.0991986655000003
236.45,302.266872,302.503862,302.38186,302.27067,301.92087,302.49713,302.175877,302.26343,299.19411,301.87745,253.5685841509851,71.15128084901488,-3.0989672353
236.5,302.266564,302.503539,302.38154,302.27037,301.92058,302.49681,302.175576,302.26312,299.19404,301.87717,253.5495283301271,71.17033666987288,-3.0987358154
236.55,302.266257,302.503217,302.38123,302.27006,301.9203,302.49648,302.175275,302.26281,299.19397,301.87689,253.53047382514708,71.18939117485289,-3.0985044156
236.6,302.265949,302.502894,302.38091,302.26975,301.92002,302.49616,302.174974,302.26251,299.19389,301.87661,253.5114208394611,71.20844416053887,-3.0982730360999997
236.65,302.265642,302.502571,302.3806,302.26944,301.91973,302.49584,302.174673,302.2622,299.19382,301.87633,253.49236924965308,71.22749575034689,-3.0980416667000004
236.7,302.265334,302.502249,302.38028,302.26913,301.91945,302.49552,302.174373,302.26189,299.19374,301.87605,253.47331889859706,71.24654610140291,-3.0978103176
236.75,302.265027,302.501926,302.37996,302.26883,301.91916,302.4952,302.174072,302.26159,299.19367,301.87577,253.4542701584331,71.26559484156687,-3.0975789887
236.8,302.26472,302.501604,302.37965,302.26852,301.91888,302.49487,302.173771,302.26128,299.19359,301.87549,253.4352229086191,71.28464209138087,-3.09734768
236.85,302.264412,302.501281,302.37933,302.26821,301.9186,302.49455,302.17347,302.26097,299.19352,301.87521,253.4161768030851,71.30368819691486,-3.0971163814000002
236.9,302.264105,302.500959,302.37902,302.2679,301.91831,302.49423,302.17317,302.26066,299.19345,301.87493,253.39713238844308,71.32273261155689,-3.0968851031
236.95,302.263798,302.500636,302.3787,302.2676,301.91803,302.49391,302.172869,302.26036,299.19337,301.87464,253.3780891980811,71.34177580191886,-3.0966538351
237.0,302.263491,302.500314,302.37838,302.26729,301.91774,302.49359,302.172568,302.26005,299.1933,301.87436,253.3590476186111,71.36081738138887,-3.0964225871999997
237.05,302.263183,302.499991,302.37807,302.26698,301.91746,302.49327,302.172268,302.25974,299.19322,301.87408,253.34000726342106,71.37985773657891,-3.0961913594999997
237.1,302.262876,302.499669,302.37775,302.26667,301.91718,302.49294,302.171967,302.25944,299.19315,301.8738,253.32096858465107,71.3988964153489,-3.0959601521
237.15,302.262569,302.499346,302.37744,302.26636,301.91689,302.49262,302.171667,302.25913,299.19308,301.87352,253.30193106463307,71.4179339353669,-3.0957289548
237.2,302.262262,302.499024,302.37712,302.26606,301.91661,302.4923,302.171366,302.25882,299.193,301.87324,253.2828949694371,71.43697003056286,-3.0954977778
237.25,302.261955,302.498702,302.3768,302.26575,301.91632,302.49198,302.171065,302.25851,299.19293,301.87296,253.2638603645911,71.45600463540887,-3.0952666109
237.3,302.261648,302.498379,302.37649,302.26544,301.91604,302.49166,302.170765,302.25821,299.19285,301.87268,253.24482735616508,71.4750376438349,-3.0950354643
237.35,302.261341,302.498057,302.37617,302.26513,301.91576,302.49133,302.170464,302.2579,299.19278,301.8724,253.22579558649107,71.4940694135089,-3.0948043379
237.4,302.261033,302.497735,302.37586,302.26483,301.91547,302.49101,302.170164,302.25759,299.1927,301.87212,253.2067652271671,71.51309977283287,-3.0945732318
237.45,302.260726,302.497412,302.37554,302.26452,301.91519,302.49069,302.169864,302.25729,299.19263,301.87184,253.18773637266509,71.53212862733488,-3.0943421358
237.5,302.260419,302.49709,302.37523,302.26421,301.91491,302.49037,302.169563,302.25698,299.19256,301.87156,253.1687088485131,71.55115615148688,-3.0941110601
237.55,302.260112,302.496768,302.37491,302.26391,301.91462,302.49005,302.169263,302.25667,299.19248,301.87128,253.14968281471107,71.5701821852889,-3.0938800045
237.6,302.259805,302.496446,302.37459,302.2636,301.91434,302.48973,302.168962,302.25637,299.19241,301.871,253.1306579396611,71.58920706033888,-3.0936489592000003
237.65,302.259498,302.496123,302.37428,302.26329,301.91406,302.48941,302.168662,302.25606,299.19233,301.87072,253.1116347555031,71.60823024449687,-3.0934179341
237.7,302.259192,302.495801,302.37396,302.26298,301.91377,302.48908,302.168362,302.25575,299.19226,301.87044,253.09261298169508,71.62725201830489,-3.0931869292
237.75,302.258885,302.495479,302.37365,302.26268,301.91349,302.48876,302.168061,302.25545,299.19219,301.87016,253.0735926982371,71.64627230176288,-3.0929559346000004
237.8,302.258578,302.495157,302.37333,302.26237,301.91321,302.48844,302.167761,302.25514,299.19211,301.86988,253.0545734935311,71.66529150646886,-3.0927249601
237.85,302.258271,302.494835,302.37302,302.26206,301.91292,302.48812,302.167461,302.25483,299.19204,301.8696,253.03555604524507,71.6843089547549,-3.0924940059
237.9,302.257964,302.494513,302.3727,302.26175,301.91264,302.4878,302.167161,302.25453,299.19196,301.86932,253.01654002178108,71.70332497821889,-3.0922630719
237.95,302.257657,302.494191,302.37239,302.26145,301.91236,302.48748,302.16686,302.25422,299.19189,301.86904,252.99752514259708,71.72233985740289,-3.0920321481
238.0,302.25735,302.493869,302.37207,302.26114,301.91207,302.48716,302.16656,302.25391,299.19181,301.86876,252.9785120343051,71.74135296569486,-3.0918012344999997
238.05,302.257044,302.493547,302.37175,302.26083,301.91179,302.48683,302.16626,302.25361,299.19174,301.86848,252.95949999029307,71.7603650097069,-3.0915703511999997
238.1,302.256737,302.493225,302.37144,302.26053,301.9115,302.48651,302.16596,302.2533,299.19167,301.8682,252.94048945110308,71.7793755488969,-3.091339478
238.15,302.25643,302.492903,302.37112,302.26022,301.91122,302.48619,302.16566,302.25299,299.19159,301.86792,252.92148058833308,71.79838441166689,-3.0911086251
238.2,302.256123,302.492581,302.37081,302.25991,301.91094,302.48587,302.16536,302.25269,299.19152,301.86764,252.9024729498431,71.81739205015688,-3.0908777825
238.25,302.255817,302.492259,302.37049,302.2596,301.91066,302.48555,302.16506,302.25238,299.19144,301.86736,252.8834666561751,71.83639834382487,-3.09064696
238.3,302.25551,302.491937,302.37018,302.2593,301.91037,302.48523,302.16476,302.25207,299.19137,301.86708,252.86446186732908,71.85540313267089,-3.0904161578
238.35,302.255203,302.491615,302.36986,302.25899,301.91009,302.48491,302.164459,302.25177,299.1913,301.8668,252.84545840883305,71.87440659116692,-3.0901853758000004
238.4,302.254897,302.491293,302.36955,302.25868,301.90981,302.48458,302.164159,302.25146,299.19122,301.86652,252.8264564406871,71.89340855931286,-3.089954604
238.45,302.25459,302.490971,302.36923,302.25838,301.90952,302.48426,302.163859,302.25115,299.19115,301.86624,252.80745597736308,71.9124090226369,-3.0897238524
238.5,302.254284,302.490649,302.36892,302.25807,301.90924,302.48394,302.16356,302.25085,299.19107,301.86596,252.7884568443891,71.93140815561088,-3.0894931111000004
238.55,302.253977,302.490327,302.3686,302.25776,301.90896,302.48362,302.16326,302.25054,299.191,301.86568,252.7694591362371,71.95040586376288,-3.0892624
238.6,302.253671,302.490006,302.36829,302.25746,301.90867,302.4833,302.16296,302.25023,299.19092,301.8654,252.7504626523651,71.96940234763488,-3.0890316891
238.65,302.253364,302.489684,302.36797,302.25715,301.90839,302.48298,302.16266,302.24993,299.19085,301.86512,252.7314678593851,71.98839714061486,-3.0888010085
238.7,302.253058,302.489362,302.36766,302.25684,301.90811,302.48266,302.16236,302.24962,299.19078,301.86484,252.7124744767551,72.00739052324488,-3.0885703380000002
238.75,302.252751,302.48904,302.36734,302.25653,301.90782,302.48234,302.16206,302.24932,299.1907,301.86456,252.6934823328771,72.02638266712287,-3.0883396878
238.8,302.252445,302.488719,302.36703,302.25623,301.90754,302.48202,302.16176,302.24901,299.19063,301.86428,252.6744917854191,72.04537321458088,-3.0881090579
238.85,302.252138,302.488397,302.36671,302.25592,301.90726,302.48169,302.16146,302.2487,299.19055,301.864,252.65550247671308,72.06436252328689,-3.0878784381
238.9,302.251832,302.488075,302.3664,302.25561,301.90697,302.48137,302.161161,302.2484,299.19048,301.86372,252.63651484442704,72.08335015557293,-3.0876478386
238.95,302.251526,302.487754,302.36608,302.25531,301.90669,302.48105,302.160861,302.24809,299.1904,301.86344,252.61752837089313,72.10233662910684,-3.0874172593
239.0,302.251219,302.487432,302.36577,302.255,301.90641,302.48073,302.160561,302.24778,299.19033,301.86316,252.5985433077091,72.12132169229088,-3.0871866903000003
239.05,302.250913,302.48711,302.36545,302.25469,301.90613,302.48041,302.160261,302.24748,299.19026,301.86288,252.57956000094507,72.1403049990549,-3.0869561415
239.1,302.250607,302.486789,302.36514,302.25439,301.90584,302.48009,302.159962,302.24717,299.19018,301.8626,252.5605777874051,72.15928721259488,-3.0867256129
239.15,302.2503,302.486467,302.36482,302.25408,301.90556,302.47977,302.159662,302.24687,299.19011,301.86232,252.54159704974307,72.1782679502569,-3.0864950945
239.2,302.249994,302.486146,302.36451,302.25377,301.90528,302.47945,302.159362,302.24656,299.19003,301.86204,252.52261773690307,72.1972472630969,-3.0862645964
239.25,302.249688,302.485824,302.36419,302.25347,301.905,302.47913,302.159063,302.24625,299.18996,301.86176,252.5036399288851,72.21622507111488,-3.0860341184999998
239.3,302.249382,302.485502,302.36388,302.25316,301.90471,302.47881,302.158763,302.24595,299.18989,301.86148,252.4846634512171,72.23520154878287,-3.0858036509
239.35,302.249076,302.485181,302.36356,302.25285,301.90443,302.47849,302.158463,302.24564,299.18981,301.8612,252.46568846389908,72.25417653610089,-3.0855732035
239.4,302.248769,302.48486,302.36325,302.25255,301.90415,302.47816,302.158164,302.24534,299.18974,301.86092,252.44671463533308,72.27315036466689,-3.0853427763
239.45,302.248463,302.484538,302.36293,302.25224,301.90386,302.47784,302.157864,302.24503,299.18966,301.86064,252.42774249765907,72.2921225023409,-3.0851123593
239.5,302.248157,302.484217,302.36262,302.25193,301.90358,302.47752,302.157565,302.24472,299.18959,301.86036,252.4087717703351,72.31109322966486,-3.0848819626
239.55,302.247851,302.483895,302.3623,302.25163,301.9033,302.4772,302.157265,302.24442,299.18951,301.86008,252.38980218729108,72.33006281270889,-3.0846515861
239.6,302.247545,302.483574,302.36199,302.25132,301.90302,302.47688,302.156966,302.24411,299.18944,301.85981,252.37083437513908,72.34903062486089,-3.0844212199000003
239.65,302.247239,302.483252,302.36167,302.25102,301.90273,302.47656,302.156666,302.24381,299.18937,301.85953,252.35186770726708,72.3679972927329,-3.0841908739
239.7,302.246933,302.482931,302.36136,302.25071,301.90245,302.47624,302.156367,302.2435,299.18929,301.85925,252.3329027302871,72.38696226971288,-3.0839605481
239.75,302.246627,302.48261,302.36104,302.2504,301.90217,302.47592,302.156068,302.24319,299.18922,301.85897,252.3139389120591,72.40592608794088,-3.0837302426
239.8,302.246321,302.482288,302.36073,302.2501,301.90189,302.4756,302.155768,302.24289,299.18914,301.85869,252.29497650418108,72.42488849581889,-3.0834999473
239.85,302.246015,302.481967,302.36041,302.24979,301.9016,302.47528,302.155469,302.24258,299.18907,301.85841,252.27601558665307,72.4438494133469,-3.0832696623
239.9,302.245709,302.481646,302.3601,302.24948,301.90132,302.47496,302.155169,302.24228,299.18899,301.85813,252.25705601394708,72.46280898605289,-3.0830394074
239.95,302.245403,302.481325,302.35978,302.24918,301.90104,302.47464,302.15487,302.24197,299.18892,301.85785,252.2380982121331,72.48176678786686,-3.0828091629
240.0,302.245097,302.481003,302.35947,302.24887,301.90076,302.47432,302.154571,302.24167,299.18885,301.85757,252.2191413540571,72.50072364594288,-3.0825789385
240.05,302.244791,302.480682,302.35916,302.24856,301.90047,302.474,302.154272,302.24136,299.18877,301.85729,252.2001861213451,72.51967887865487,-3.0823487244
240.1,302.244485,302.480361,302.35884,302.24826,301.90019,302.47368,302.153972,302.24105,299.1887,301.85701,252.1812322989831,72.53863270101687,-3.0821185306
240.15,302.24418,302.48004,302.35853,302.24795,301.89991,302.47335,302.153673,302.24075,299.18862,301.85673,252.1622799669711,72.55758503302886,-3.0818883570000004
240.2,302.243874,302.479719,302.35821,302.24765,301.89963,302.47303,302.153374,302.24044,299.18855,301.85645,252.1433290597811,72.57653594021886,-3.0816582036
240.25,302.243568,302.479398,302.3579,302.24734,301.89934,302.47271,302.153075,302.24014,299.18848,301.85618,252.12437931134306,72.59548568865691,-3.0814280605
240.3,302.243262,302.479077,302.35758,302.24703,301.89906,302.47239,302.152776,302.23983,299.1884,301.8559,252.10543123932513,72.61443376067484,-3.0811979376000003
240.35,302.242957,302.478756,302.35727,302.24673,301.89878,302.47207,302.152476,302.23953,299.18833,301.85562,252.0864843915871,72.63338060841286,-3.080967825
240.4,302.242651,302.478434,302.35695,302.24642,301.8985,302.47175,302.152177,302.23922,299.18825,301.85534,252.06753915474107,72.6523258452589,-3.0807377326000003
240.45,302.242345,302.478113,302.35664,302.24612,301.89822,302.47143,302.151878,302.23891,299.18818,301.85506,252.0485951421751,72.67126985782488,-3.0805076605
240.5,302.24204,302.477792,302.35633,302.24581,301.89793,302.47111,302.151579,302.23861,299.1881,301.85478,252.0296525544311,72.69021244556887,-3.0802776085000003
240.55,302.241734,302.477471,302.35601,302.2455,301.89765,302.47079,302.15128,302.2383,299.18803,301.8545,252.0107113915091,72.70915360849088,-3.0800475669000003
240.6,302.241428,302.47715,302.3557,302.2452,301.89737,302.47047,302.150981,302.238,299.18796,301.85422,251.9917717189371,72.72809328106288,-3.0798175454999996
240.65,302.241123,302.476829,302.35538,302.24489,301.89709,302.47015,302.150682,302.23769,299.18788,301.85394,251.9728333767151,72.74703162328487,-3.0795875343
240.7,302.240817,302.476509,302.35507,302.24459,301.8968,302.46983,302.150383,302.23739,299.18781,301.85367,251.95389653931508,72.76596846068489,-3.0793575434
240.75,302.240512,302.476188,302.35475,302.24428,301.89652,302.46951,302.150084,302.23708,299.18773,301.85339,251.93496112673708,72.78490387326289,-3.0791275726999996
240.8,302.240206,302.475867,302.35444,302.24397,301.89624,302.46919,302.149785,302.23678,299.18766,301.85311,251.91602712450907,72.8038378754909,-3.0788976223
240.85,302.239901,302.475546,302.35413,302.24367,301.89596,302.46887,302.149486,302.23647,299.18758,301.85283,251.8970946271031,72.82277037289688,-3.0786676821000003
240.9,302.239595,302.475225,302.35381,302.24336,301.89568,302.46855,302.149187,302.23617,299.18751,301.85255,251.8781631939771,72.84170180602288,-3.0784377622
240.95,302.23929,302.474904,302.3535,302.24306,301.89539,302.46823,302.148889,302.23586,299.18744,301.85227,251.85923351727112,72.86063148272885,-3.0782078525000003
